trail_name,length,difficulty,trail_link,longitude,latitude,city,popularity,rating,local_club,local_club_site,land_manager,land_manager_site,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
Trail 100 - West,1.5,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/4881161/trail-100-west,33.597161,-112.065991,Phoenix,0.432460733,2.8,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,57,148,3,5,1454,1342,Unknown,Unknown
Potts Creek Trail #327,3.1,INTERMEDIATE,https://www.mtbproject.com/trail/7011157/potts-creek-trail-327,34.526958,-112.540849,Prescott,0.431413613,3,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,258,407,4,12,6371,6091,Leashed,Unknown
Tabletop,0.4,VERY DIFFICULT,https://www.mtbproject.com/trail/4969490/tabletop,34.846215,-111.795508,West Sedona,0.430366492,3,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,28,36,3,6,4687,4651,Unknown,Unknown
Junebug,2.3,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7024401/junebug,32.688423,-110.898729,Oracle,0.429319372,3,,,,,130,68,2,4,3844,3752,Unknown,Unknown
Ringtail Trail,2.1,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/3750726/ringtail-trail,32.23754,-111.145963,Fountain Hills,0.428272251,3,Maricopa County Parks,http://www.maricopa.gov/parks/,,,291,189,4,10,1988,1711,Unknown,Not Allowed
Bobcat,1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/6425776/bobcat,33.769266,-112.099929,Anthem,0.427225131,3,,,,,100,0,2,3,1676,1577,Leashed,Unknown
Hackamore Trail,1.7,EASY,https://www.mtbproject.com/trail/7037293/hackamore-trail,33.758198,-111.843343,Carefree,0.42617801,3,,,,,26,155,2,7,2734,2588,Leashed,Not Allowed
Granite Trail #54,0.8,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7036837/granite-trail-54,33.514657,-111.680407,Fountain Hills,0.42513089,3,USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,183,0,5,12,1512,1329,Leashed,Unknown
Airport Loop South,3.3,DIFFICULT,https://www.mtbproject.com/trail/4969600/airport-loop-south,34.852821,-111.795229,West Sedona,0.42408377,2.3,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,299,327,4,13,4723,4464,Unknown,Unknown
Alta Trail,4.7,DIFFICULT,https://www.mtbproject.com/trail/7020541/alta-trail,33.330313,-112.144153,Laveen,0.423036649,3,,,,,1454,1236,11,32,2421,1341,Unknown,Allowed
Little Granite Mountain Trail #37,4.2,DIFFICULT,https://www.mtbproject.com/trail/7012657/little-granite-mountain-trail-37,34.588089,-112.573898,Williamson,0.421989529,3,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,781,878,8,24,6550,5853,Leashed,Unknown
Full Loop (Green),9.5,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7038975/full-loop-green,34.610767,-112.465723,Prescott,0.420942408,3,,,,,594,584,2,12,5449,5255,Leashed,Unknown
Old Jeep Trail,1.6,DIFFICULT,https://www.mtbproject.com/trail/7002021/old-jeep-trail,33.616673,-111.819969,Fountain Hills,0.419895288,3,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,161,241,5,12,2138,1929,Unknown,Not Allowed
Balanced Rock Trail,1.6,EASY,https://www.mtbproject.com/trail/4856997/balanced-rock-trail,33.770005,-111.80821,Carefree,0.418848168,3,Cave Creek Bicycle Association,https://www.mtbproject.com/club/31765/cave-creek-bicycle-association,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,123,12,2,4,2870,2748,Unknown,Unknown
Lower Oldham Trail,2.4,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/768401/lower-oldham-trail,35.225272,-111.630847,Flagstaff,0.417801047,3,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,544,114,5,14,7579,7065,Unknown,Unknown
Upper Hawes Loop Trail,1.4,VERY DIFFICULT,https://www.mtbproject.com/trail/7035183/upper-hawes-loop-trail,33.48793,-111.649774,Apache Junction,0.416753927,3,USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,314,280,8,23,2315,2002,Leashed,Unknown
Flight Path,1,DIFFICULT,https://www.mtbproject.com/trail/7045616/flight-path,32.171669,-111.012204,Drexel Heights,0.415706806,3,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,Pima County Parks and Recreation,http://webcms.pima.gov/cms/One.aspx?portalId=169&pageId=41889,83,86,3,9,2630,2557,Unknown,Unknown
Copper Creek Rd FR53,2.6,INTERMEDIATE,https://www.mtbproject.com/trail/7012691/copper-creek-rd-fr53,34.454598,-112.536717,Prescott,0.414659686,3,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,692,3,5,14,6074,5381,Unknown,Unknown
Wilson Mountain Trail,0.5,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/4920316/wilson-mountain-trail,34.886083,-111.741636,Sedona,0.413612565,3,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,55,13,3,4,4586,4543,Unknown,Unknown
Exposure,0.9,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7037289/exposure,33.313717,-112.462183,Buckeye,0.412565445,3,,,,,148,173,7,16,1263,1131,Unknown,Unknown
Levee Trail,1,EASY,https://www.mtbproject.com/trail/7020336/levee-trail,33.643338,-111.856647,Fountain Hills,0.411518325,3,,,,,225,0,4,7,1926,1701,Unknown,Not Allowed
Hello Mexico,4.2,INTERMEDIATE,https://www.mtbproject.com/trail/7025777/hello-mexico,32.342504,-112.877942,Ajo,0.410471204,3,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,78,173,1,4,1953,1817,Leashed,Unknown
Castle Rock Trail: North Loop Segment,1.8,DIFFICULT,https://www.mtbproject.com/trail/7040862/castle-rock-trail-north-loop-segment,35.226666,-114.092617,Kingman,0.409424084,3,,,,,307,267,6,18,4254,3972,Unknown,Unknown
Roman's Rise,0.4,INTERMEDIATE,https://www.mtbproject.com/trail/7032913/romans-rise,33.310248,-112.462103,Goodyear,0.408376963,3,West Valley Trail Alliance,https://www.mtbproject.com/club/7000163/west-valley-trail-alliance,,,66,4,3,9,1108,1044,Leashed,Unknown
Piece of Pie,0.8,INTERMEDIATE,https://www.mtbproject.com/trail/7022181/piece-of-pie,32.349615,-112.894525,Ajo,0.407329843,3,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,30,32,1,5,2049,2022,Leashed,Unknown
Rita's Upper By-Pass,0.2,INTERMEDIATE,https://www.mtbproject.com/trail/7032912/ritas-upper-by-pass,33.311479,-112.459408,Buckeye,0.406282723,3,West Valley Trail Alliance,https://www.mtbproject.com/club/7000163/west-valley-trail-alliance,,,0,22,2,4,1072,1050,Leashed,Unknown
AZT: Segment 11 - Mogollon Rim to Flagstaff,138.4,INTERMEDIATE,https://www.mtbproject.com/trail/7025883/azt-segment-11-mogollon-rim-to-flagstaff,34.242726,-111.322859,Payson,0.405235602,3,,,,,14197,12037,4,66,7714,4383,Unknown,Unknown
Crusty,0.4,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4920672/crusty,34.86558,-111.77676,Sedona,0.404188482,2.8,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,0,82,3,7,4362,4280,Unknown,Unknown
Sonoran Trail,2.6,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7020345/sonoran-trail,33.64425,-111.775287,Fountain Hills,0.403141361,3,,,,,749,399,8,28,2752,2171,Unknown,Unknown
AZT: Segment 14 - Jacob Lake to UT Border,26.4,INTERMEDIATE,https://www.mtbproject.com/trail/7025886/azt-segment-14-jacob-lake-to-ut-border,36.736733,-112.188754,Fredonia,0.402094241,3,,,,,686,3207,3,14,7640,5000,Unknown,Unknown
Huachuca Canyon Road,4.3,INTERMEDIATE,https://www.mtbproject.com/trail/7021852/huachuca-canyon-road,31.542919,-110.372352,Sierra Vista,0.40104712,3,,,,,1070,2,5,15,6255,5187,Unknown,Unknown
BCT: Black Canyon to Soap Creek,5.4,DIFFICULT,https://www.mtbproject.com/trail/7045364/bct-black-canyon-to-soap-creek,34.045632,-112.157771,Black Canyon City,0.4,3,,,,,586,527,4,12,2266,1897,Unknown,Allowed
Kiwanis Trail,1,VERY DIFFICULT,https://www.mtbproject.com/trail/7024779/kiwanis-trail,33.328256,-112.073653,Laveen,0.39895288,3,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,0,411,7,15,2000,1589,Leashed,Allowed
Arizona Trail - Highway 89 to Walnut Canyon,11.7,INTERMEDIATE,https://www.mtbproject.com/trail/2918142/arizona-trail-highway-89-to-walnut-canyon,35.250827,-111.563949,Flagstaff,0.397905759,3,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,663,855,2,12,6943,6483,Unknown,Unknown
Centennial Trail,1.8,DIFFICULT,https://www.mtbproject.com/trail/7003796/centennial-trail,34.558132,-112.504458,Prescott,0.396858639,3,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,"City of Prescott, AZ - Recreation Services",http://cityofprescott.net/services/parks/,200,431,7,24,5705,5462,Leashed,Unknown
South Fork of Little Colorado River Trail #97,5.9,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7045619/south-fork-of-little-colorado-river-trail-97,34.079426,-109.412888,Eagar,0.395811518,3,,,,,1556,173,6,20,9041,7547,Unknown,Unknown
Canal Trail,0.9,EASY,https://www.mtbproject.com/trail/7035233/canal-trail,33.43637,-111.941062,Tempe Junction,0.394764398,3,City of Tempe - Parks,http://www.tempe.gov/city-hall/community-services/parks,,,17,15,1,5,1176,1162,Unknown,Unknown
Spine Trail,1.5,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7013029/spine-trail,32.807141,-111.697582,Casa Grande,0.393717277,3,Casa Grande Parks & Recreation,http://www.casagrandeaz.gov/rec/parks/,,,115,38,2,14,1612,1528,Unknown,Unknown
Sunset Pass Trail,0.5,INTERMEDIATE,https://www.mtbproject.com/trail/6211730/sunset-pass-trail,32.178079,-111.044867,Tucson Estates,0.392670157,3,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,70,0,3,4,2713,2644,Unknown,Unknown
Pipeline Canyon,2,INTERMEDIATE,https://www.mtbproject.com/trail/7026512/pipeline-canyon,33.878618,-112.303613,Anthem,0.391623037,3,,,,,195,288,5,16,1890,1696,Leashed,Allowed
Creosote Loop (#1003),1.4,EASY,https://www.mtbproject.com/trail/7036753/creosote-loop-1003,34.71757,-111.951419,Cornville,0.390575916,3,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,102,67,2,5,3558,3461,Unknown,Unknown
Climb 3,2.1,INTERMEDIATE,https://www.mtbproject.com/trail/3883189/climb-3,35.279403,-111.633865,Flagstaff,0.389528796,3,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,715,25,7,14,8771,8075,Unknown,Unknown
Verde Trail,1.2,EASY,https://www.mtbproject.com/trail/7047769/verde-trail,33.727161,-111.683569,Rio Verde,0.388481675,3,Maricopa County Parks,http://www.maricopa.gov/parks/,,,113,2,2,4,1772,1661,Leashed,Unknown
North Trail,2.9,EASY,https://www.mtbproject.com/trail/7047770/north-trail,33.719226,-111.696478,Rio Verde,0.387434555,3,Maricopa County Parks,http://www.maricopa.gov/parks/,,,138,129,2,3,1881,1744,Leashed,Unknown
Desert Rose,3.2,INTERMEDIATE,https://www.mtbproject.com/trail/7056900/desert-rose,33.36847,-112.321283,Avondale,0.386387435,3,,,,,366,271,4,13,1229,986,Leashed,Unknown
Figure 8 Loop (Pink),6.3,INTERMEDIATE,https://www.mtbproject.com/trail/7038981/figure-8-loop-pink,34.610767,-112.465705,Prescott,0.385340314,3,,,,,365,356,2,8,5441,5256,Leashed,Unknown
Sidewinder,2.1,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7056912/sidewinder,33.341743,-112.314509,Avondale,0.384293194,3,,,,,255,206,4,13,1404,1196,Leashed,Unknown
Hokaygon Trail #341,1.4,DIFFICULT,https://www.mtbproject.com/trail/7003794/hokaygon-trail-341,34.597214,-112.516037,Prescott,0.383246073,3,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,302,54,5,15,5855,5572,Unknown,Unknown
Crooked Tree Trail,0.9,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7010233/crooked-tree-trail,32.373312,-111.063282,Tortolita,0.382198953,3,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,19,37,1,2,2360,2323,Unknown,Unknown
Lower Chain Breaker,1.8,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7025576/lower-chain-breaker,32.339695,-112.908988,Ajo,0.381151832,3,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,,,0,149,2,3,1994,1845,Leashed,Unknown
Dos Equis,1.4,DIFFICULT,https://www.mtbproject.com/trail/7011746/dos-equis,32.766103,-114.467026,Fortuna Foothills,0.380104712,3,Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,57,286,5,12,502,225,Unknown,Unknown
Broken Spoke Trail,1.3,EASY,https://www.mtbproject.com/trail/7009193/broken-spoke-trail,33.801012,-111.847062,Carefree,0.379057592,3,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,59,43,1,4,2767,2729,Leashed,Unknown
Hedgehog Trail,0.4,EASY,https://www.mtbproject.com/trail/7010163/hedgehog-trail,33.147443,-111.649172,Tortolita,0.378010471,3,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,21,1,1,1,2396,2375,Leashed,Unknown
Chuparosa Trail,0.5,EASY,https://www.mtbproject.com/trail/7047771/chuparosa-trail,33.711971,-111.72057,Rio Verde,0.376963351,3,,,,,0,51,2,3,1932,1881,Leashed,Unknown
Randy's Ridge,0.4,INTERMEDIATE,https://www.mtbproject.com/trail/7032911/randys-ridge,33.312658,-112.458069,Buckeye,0.37591623,3,,,,,39,55,5,13,1103,1049,Leashed,Allowed
Campground Trail,1.1,INTERMEDIATE,https://www.mtbproject.com/trail/7000592/campground-trail,32.21782,-111.14855,Tucson Estates,0.37486911,3,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,65,4,1,2,2661,2600,Unknown,Unknown
Western Bike Loop,0.3,INTERMEDIATE,https://www.mtbproject.com/trail/7020349/western-bike-loop,33.622605,-111.778116,Fountain Hills,0.37382199,3,,,,,9,181,10,24,2629,2457,Unknown,Unknown
Yeti Crossing,0.7,INTERMEDIATE,https://www.mtbproject.com/trail/7022199/yeti-crossing,32.342261,-112.894659,Ajo,0.372774869,3,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,6,42,1,2,1992,1952,Leashed,Unknown
Felt That,0.9,DIFFICULT,https://www.mtbproject.com/trail/7022200/felt-that,32.332584,-112.885047,Ajo,0.371727749,3,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,2,41,1,1,1920,1879,Leashed,Unknown
"AZT: Segment 4 - I-10 North, Colossal Cave, Rincon Valley",35.9,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7025876/azt-segment-4-i-10-north-colossal-cave-rincon-valley,31.997435,-110.652932,Vail,0.370680628,3,,,,,1811,2541,2,15,3687,2651,Unknown,Unknown
BCT: New River to Table Mesa Trailhead,7.5,DIFFICULT,https://www.mtbproject.com/trail/7045215/bct-new-river-to-table-mesa-trailhead,33.918569,-112.164958,New River,0.369633508,3,,,,,649,766,4,12,2453,1940,Unknown,Allowed
Mint Wash Trail #345,4.2,DIFFICULT,https://www.mtbproject.com/trail/7007025/mint-wash-trail-345,34.615004,-112.546113,Williamson,0.368586387,2.8,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,154,539,3,11,5633,5204,Unknown,Unknown
AZT: Segment 8 - Gila River and Alamo Canyon,52.5,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7025880/azt-segment-8-gila-river-and-alamo-canyon,32.988314,-110.988623,Kearny,0.367539267,3,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,Arizona Trail Association,http://www.aztrail.org/,6074,7023,5,32,3737,1645,Leashed,Unknown
Noodle Trail,2.1,EASY,https://www.mtbproject.com/trail/7040735/noodle-trail,34.577786,-112.528973,Prescott,0.366492147,3,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,172,95,2,9,5656,5558,Leashed,Unknown
Goat Camp,6.4,VERY DIFFICULT,https://www.mtbproject.com/trail/7057210/goat-camp,33.586992,-112.550668,Citrus Park,0.365445026,3,West Valley Trail Alliance,https://www.mtbproject.com/club/7000163/west-valley-trail-alliance,Maricopa County Parks,http://www.maricopa.gov/parks/,453,1803,7,41,3223,1499,Leashed,Unknown
Hope Camp Trail,2.9,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7015497/hope-camp-trail,32.133573,-110.687274,Vail,0.364397906,3,NPS - Saguaro National Park,http://www.nps.gov/sagu/planyourvisit/saguaro_hiking.htm,,,224,252,3,8,3317,3117,No Dogs,Unknown
Maricopa Trail: White Tanks to Verrado,6.9,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7056902/maricopa-trail-white-tanks-to-verrado,33.560272,-112.497415,Citrus Park,0.363350785,3,West Valley Trail Alliance,https://www.mtbproject.com/club/7000163/west-valley-trail-alliance,,,52,267,1,3,1379,1162,Leashed,Unknown
Gates Pass Trail,4.4,INTERMEDIATE,https://www.mtbproject.com/trail/7000593/gates-pass-trail,32.205355,-111.166948,Tucson Estates,0.362303665,2.8,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,673,0,3,23,3137,2465,Unknown,Unknown
AZT: Segment 3 - Las Colinas,27.4,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7025875/azt-segment-3-las-colinas,31.792754,-110.747102,Corona de Tucson,0.361256545,3,,,,,1925,3628,4,19,5404,3491,Unknown,Unknown
Arizona Trail - FR 418 to FR 523/416,6.3,EASY,https://www.mtbproject.com/trail/3283992/arizona-trail-fr-418-to-fr-523416,35.38399,-111.716824,Flagstaff,0.360209424,3,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,26,989,3,8,8279,7316,Unknown,Unknown
Mohave and Milltown Rail Trail,7,EASY,https://www.mtbproject.com/trail/7024991/mohave-and-milltown-rail-trail,34.993987,-114.439923,Mohave Valley,0.359162304,3,BLM Arizona - Kingman Field Office,http://www.blm.gov/az/st/en/fo/kingman_field_office.html,,,46,950,3,6,1821,871,Unknown,Allowed
Skull Rock Spur,2,INTERMEDIATE,https://www.mtbproject.com/trail/7022920/skull-rock-spur,33.385461,-114.098123,Quartzsite,0.358115183,3,,,,,408,0,4,7,2696,2288,Unknown,Unknown
Daisy Mountain Peak Trail,1.2,DIFFICULT,https://www.mtbproject.com/trail/7026982/daisy-mountain-peak-trail,33.893749,-112.104861,New River,0.357068063,3,,,,,747,90,14,36,3133,2464,Unknown,Unknown
