trail_name,length,difficulty,trail_link,city,popularity,rating,local_club,local_club_site,land_manager,land_manager_site,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
Western Mesa,"6.0
    mi",DIFFICULT,https://www.mtbproject.com/trail/6407801/western-mesa,"Moab, UT",#551,3.5 (2),,,,,532',423',3%,13%,"4,962'","4,677'",Unknown,Unknown
Js Grunt,"1.0
    mi",VERY DIFFICULT,https://www.mtbproject.com/trail/7055690/js-grunt,"Washington, UT",#552,3.5 (2),,,,,62',111',3%,10%,"2,750'","2,685'",Unknown,Unknown
Dead Tree Trail,"0.8
    mi",DIFFICULT,https://www.mtbproject.com/trail/3736184/dead-tree-trail,"Park City, UT",#553,3.5 (2),,,,,8',466',11%,16%,"9,763'","9,305'",Unknown,Unknown
Floating Rocks,"1.4
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7047518/floating-rocks,"Spring Glen, UT",#554,3.5 (2),BLM Utah-Price Field Office,http://www.blm.gov/ut/st/en/fo/price.html,,,12',252',4%,9%,"6,588'","6,349'",Unknown,Unknown
Moose Hollow,"1.4
    mi",DIFFICULT,https://www.mtbproject.com/trail/7040572/moose-hollow,"Summit Park, UT",#555,3.5 (2),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,Basin Recreation,http://basinrecreation.org/,0',643',9%,22%,"6,884'","6,241'",Leashed,Unknown
Red Potato Hill,"0.8
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7016158/red-potato-hill,"Draper, UT",#552,3.5 (2),"City of Draper, UT - Parks and Trails",http://www.draper.ut.us/index.aspx?nid=116,,,267',0',7%,13%,"5,509'","5,242'",Unknown,Allowed
Hideout-Carter Creek Spur #002.A,"0.8
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7030105/hideout-carter-creek-spur-002a,"Manila, UT",#553,3.5 (2),USFS - Ashley National Forest Office,http://www.fs.usda.gov/ashley,,,26',35',1%,3%,"7,697'","7,662'",Unknown,Unknown
Lakeshore Trail Section 1,"3.2
    mi",EASY,https://www.mtbproject.com/trail/7014738/lakeshore-trail-section-1,"Loa, UT",#554,3.5 (2),USFS - Fishlake National Forest Office,http://www.fs.usda.gov/fishlake,,,19',89',1%,5%,"8,923'","8,851'",Leashed,Unknown
Mustang Pass,"2.8
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7055495/mustang-pass,"Washington, UT",#555,3.5 (2),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,Red Cliffs Desert Reserve,http://www.redcliffsdesertreserve.com/,330',288',4%,8%,"3,517'","3,197'",Unknown,Unknown
Aqueduct,"0.8
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7006574/aqueduct,"Midway, UT",#556,3.5 (2),Wasatch Trails Alliance,https://www.mtbproject.com/club/7000063/wasatch-trails-alliance,Utah State Parks,http://stateparks.utah.gov/,7',136',3%,9%,"6,073'","5,944'",Unknown,Allowed
Pine Hollow #47,"1.9
    mi",DIFFICULT,https://www.mtbproject.com/trail/7015743/pine-hollow-47,"Alpine, UT",#557,3.5 (2),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,"1,084'",5',11%,27%,"7,852'","6,773'",Unknown,Allowed
Par Course Trail,"0.6
    mi",EASY,https://www.mtbproject.com/trail/7015351/par-course-trail,"South Ogden, UT",#558,3.5 (2),Ogden Trails Network,http://www.ogdencity.com/en/recreation/high_adventure_rec/ogden_trails.aspx,,,23',85',4%,11%,"4,896'","4,818'",Leashed,Unknown
Pond Trail,"0.5
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7015347/pond-trail,"Ogden, UT",#559,3.5 (2),Ogden Trails Network,http://www.ogdencity.com/en/recreation/high_adventure_rec/ogden_trails.aspx,,,6',138',5%,15%,"5,017'","4,882'",Leashed,Unknown
The Upper Avenues,"0.8
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7040573/the-upper-avenues,"Summit Park, UT",#560,3.5 (2),,,,,0',237',6%,13%,"7,485'","7,248'",Leashed,Unknown
Dean's Delight,"0.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7006202/deans-delight,"Alta, UT",#561,3.5 (2),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,127',0',4%,12%,"8,098'","7,972'",No Dogs,Unknown
Bear Hollow Trail,"2.6
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7001813/bear-hollow-trail,"Richmond, UT",#562,3.5 (2),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,187',887',8%,15%,"8,446'","7,607'",Unknown,Unknown
Bottom Trail,"2.1
    mi",DIFFICULT,https://www.mtbproject.com/trail/7043933/bottom-trail,"Tooele, UT",#563,3.5 (2),,,,,"1,278'",7',12%,22%,"7,013'","5,742'",Leashed,Unknown
Dog Pound,"0.2
    mi",DIFFICULT,https://www.mtbproject.com/trail/3727445/dog-pound,"Park City, UT",#564,3.5 (2),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,,,10',84',9%,19%,"8,199'","8,126'",Unknown,Unknown
Ontario Loop,"0.9
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7001737/ontario-loop,"Park City, UT",#565,3.5 (2),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,,,126',107',5%,15%,"8,955'","8,853'",Unknown,Unknown
A Line,"0.2
    mi",EASY,https://www.mtbproject.com/trail/7043570/a-line,"Draper, UT",#566,3.5 (2),"City of Draper, UT - Parks and Trails",http://www.draper.ut.us/index.aspx?nid=116,,,0',44',4%,10%,"5,461'","5,417'",Leashed,Unknown
East Trail,"3.3
    mi",VERY DIFFICULT,https://www.mtbproject.com/trail/7004182/east-trail,"Maeser, UT",#567,3.5 (2),BLM Utah - Vernal Office,http://www.blm.gov/ut/st/en/fo/vernal.html,,,0',"1,962'",11%,35%,"7,719'","5,757'",Unknown,Unknown
C Line,"0.4
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7043568/c-line,"Draper, UT",#568,3.5 (2),"City of Draper, UT - Parks and Trails",http://www.draper.ut.us/index.aspx?nid=116,,,50',5',3%,6%,"5,466'","5,417'",Leashed,Unknown
Lower Riverview ST,"1.7
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7015310/lower-riverview-st,"Heber, UT",#569,3.5 (2),,,,,94',184',3%,8%,"5,916'","5,790'",Unknown,Unknown
D Line,"0.2
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7043563/d-line,"Draper, UT",#570,3.5 (2),"City of Draper, UT - Parks and Trails",http://www.draper.ut.us/index.aspx?nid=116,,,3',32',4%,10%,"5,441'","5,410'",Leashed,Unknown
B Line,"0.1
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7043566/b-line,"Draper, UT",#571,3.5 (2),"City of Draper, UT - Parks and Trails",http://www.draper.ut.us/index.aspx?nid=116,,,0',33',5%,8%,"5,462'","5,429'",Leashed,Unknown
Jumbled Jonah,"0.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7034261/jumbled-jonah,"Enoch, UT",#572,3.5 (2),,,,,65',39',3%,6%,"5,895'","5,830'",,Unknown
Historic Union Pacific Rail Trail,"27.9
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7001702/historic-union-pacific-rail-trail,"Coalville, UT",#573,3.1 (7),Utah State Parks,http://stateparks.utah.gov/,,,"1,468'",102',1%,7%,"6,822'","5,456'",Unknown,Unknown
Hunter Canyon Rim,"3.9
    mi",DIFFICULT,https://www.mtbproject.com/trail/171772/hunter-canyon-rim,"Moab, UT",#574,3.3 (3),BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,,,330',811',6%,24%,"4,619'","4,048'",Leashed,Unknown
Lower Indian Creek Trail (021),"7.1
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7019073/lower-indian-creek-trail-021,"Monticello, UT",#575,3.3 (3),,,,,0',"1,270'",3%,14%,"7,440'","6,170'",Leashed,Not Allowed
Princess Di Trail,"7.5
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7015425/princess-di-trail,"Oakley, UT",#576,3.3 (3),Basin Recreation,http://basinrecreation.org/,,,874',"1,297'",5%,23%,"7,366'","6,319'",Unknown,Unknown
Birdsong Trail,"1.0
    mi",EASY,https://www.mtbproject.com/trail/4159867/birdsong-trail,"Ogden, UT",#577,3.1 (7),,,,,255',42',6%,28%,"4,626'","4,411'",Unknown,Unknown
Whiptail Trail,"2.9
    mi",EASY,https://www.mtbproject.com/trail/7039020/whiptail-trail,"Ivins, UT",#578,3.3 (3),Utah State Parks - Snow Canyon,https://stateparks.utah.gov/parks/snow-canyon/,,,26',432',3%,10%,"3,558'","3,151'",Unknown,Unknown
Mt. Van Cott Trail,"2.2
    mi",VERY DIFFICULT,https://www.mtbproject.com/trail/7026302/mt-van-cott-trail,"Salt Lake City, UT",#579,3.2 (6),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,"1,040'","1,115'",18%,44%,"6,304'","5,189'",Leashed,Unknown
Hog Hollow Road,"2.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7034457/hog-hollow-road,"Alpine, UT",#580,3.3 (3),"City of Draper, UT - Parks and Trails",http://www.draper.ut.us/index.aspx?nid=116,,,0',675',5%,21%,"5,859'","5,184'",No Dogs,Allowed
Left Fork Maple Canyon Trail #8006,"1.2
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7048171/left-fork-maple-canyon-trail-8006,"Mapleton, UT",#581,3.8 (4),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,406',1',6%,17%,"5,446'","5,041'",Off-leash,Unknown
Upper Wheeler Creek Trail,"3.7
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7003195/upper-wheeler-creek-trail,"Ogden, UT",#582,3.2 (6),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,146',941',6%,21%,"6,268'","5,447'",Leashed,Unknown
Bulldog Trail (504),"5.0
    mi",DIFFICULT,https://www.mtbproject.com/trail/7019207/bulldog-trail-504,"Monticello, UT",#583,3.3 (3),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,USFS - Manti-La Sal National Forest Office,http://www.fs.usda.gov/mantilasal,146',"1,207'",5%,13%,"8,136'","6,953'",Leashed,Not Allowed
Solamere,"0.9
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7001726/solamere,"Park City, UT",#584,3.3 (3),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,Park City Municipal,http://parkcity.org/,79',95',4%,7%,"7,331'","7,244'",Off-leash,Unknown
Salt Wash,"4.5
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/235848/salt-wash,"Moab, UT",#585,3.2 (6),Moab Trails Alliance,https://www.mtbproject.com/club/325553/moab-trails-alliance,State of Utah School and Institutional Trust Lands Administration,https://trustlands.utah.gov/,847',598',6%,21%,"4,833'","4,383'",Leashed,Allowed
Bow Hunter,"1.3
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/3705094/bow-hunter,"Park City, UT",#586,3.3 (3),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,,,137',105',4%,7%,"9,080'","8,989'",Unknown,Unknown
Malachite,"0.9
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7025695/malachite,"Moab, UT",#587,3.3 (3),,,,,150',107',6%,15%,"4,958'","4,809'",Leashed,Unknown
BST: Flight Park to Mike Weir,"5.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7004938/bst-flight-park-to-mike-weir,"Bluffdale, UT",#588,3.2 (6),Bonneville Shoreline Trail,https://www.mtbproject.com/club/834828/bonneville-shoreline-trail,"City of Draper, UT - Parks and Trails",http://www.draper.ut.us/index.aspx?nid=116,645',667',4%,22%,"5,348'","5,010'",Leashed,Allowed
Bill's Sandy,"1.2
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7009634/bills-sandy,"Carbonville, UT",#589,3.3 (3),BLM Utah-Price Field Office,http://www.blm.gov/ut/st/en/fo/price.html,,,136',0',2%,4%,"6,221'","6,085'",Unknown,Unknown
Fink Again,"1.1
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7009715/fink-again,"Summit Park, UT",#590,3.2 (6),Basin Recreation,http://basinrecreation.org/,,,295',0',8%,13%,"6,717'","6,422'",Unknown,Not Allowed
Deer Crest,"1.9
    mi",DIFFICULT,https://www.mtbproject.com/trail/3726912/deer-crest,"Park City, UT",#591,3.3 (4),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,,,815',11',8%,21%,"8,044'","7,239'",Unknown,Unknown
Sidestep (North),"0.7
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7025696/sidestep-north,"Moab, UT",#592,3.3 (7),,,,,191',15',6%,11%,"4,979'","4,796'",Leashed,Unknown
Spin Cycle,"2.0
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/5911486/spin-cycle,"Park City, UT",#593,3.2 (5),,,,,11',"1,010'",10%,32%,"7,613'","6,615'",Unknown,Unknown
Woody's World,"1.8
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7017440/woodys-world,"Wolf Creek, UT",#594,3.2 (5),,,,,531',0',6%,20%,"8,768'","8,237'",Unknown,Unknown
Lizard Foot,"1.3
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7023914/lizard-foot,"Ferron, UT",#595,3.2 (5),Utah State Parks,http://stateparks.utah.gov/,,,149',46',3%,8%,"5,151'","5,049'",No Dogs,Allowed
Middle Fork Wheeler Creek Trail,"1.8
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7003193/middle-fork-wheeler-creek-trail,"Ogden, UT",#596,3.3 (4),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,566',2',6%,14%,"6,217'","5,651'",Unknown,Unknown
BST: Draper Section,"1.3
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7028906/bst-draper-section,"Draper, UT",#597,3.2 (5),,,,,166',139',4%,11%,"5,147'","4,988'",Leashed,Unknown
Buffalo Head,"1.2
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7023912/buffalo-head,"Ferron, UT",#598,3.2 (5),Utah State Parks,http://stateparks.utah.gov/,,,89',72',3%,9%,"5,102'","5,031'",No Dogs,Allowed
Amasa Back Access Trail,"0.7
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7048092/amasa-back-access-trail,"Moab, UT",#599,3.3 (4),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,,,21',39',2%,7%,"4,010'","3,976'",Leashed,Not Allowed
Leeds Reef Trail,"1.4
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/4582037/leeds-reef-trail,"Leeds, UT",#600,3.3 (4),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - St. George Field Office,http://www.blm.gov/ut/st/en/fo/st__george.html,0',280',4%,16%,"3,348'","3,068'",Unknown,Unknown
Baby Steps Singletrack Loop 2,"0.8
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/181493/baby-steps-singletrack-loop-2,"Moab, UT",#601,3.3 (4),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,37',113',4%,7%,"4,959'","4,880'",Leashed,Unknown
Inside Passage,"0.4
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7026295/inside-passage,"Moab, UT",#602,3.3 (4),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,42',63',5%,9%,"4,691'","4,632'",Leashed,Unknown
Gemini Bridges Jeep Road,"13.5
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7025104/gemini-bridges-jeep-road,"Moab, UT",#603,2.5 (17),BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,,,"1,874'",424',3%,17%,"6,028'","4,578'",Leashed,Allowed
North Red Butte Skyline Nature Trail,"1.3
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7009717/north-red-butte-skyline-nature-trail,"Salt Lake City, UT",#604,2.9 (9),,,,,172',159',5%,22%,"5,185'","5,019'",Unknown,Unknown
Wheeler Canyon,"2.0
    mi",DIFFICULT,https://www.mtbproject.com/trail/7003197/wheeler-canyon,"Wolf Creek, UT",#605,3.0 (6),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,4',619',6%,12%,"5,488'","4,870'",Unknown,Unknown
Naildriver,"2.4
    mi",DIFFICULT,https://www.mtbproject.com/trail/3692101/naildriver,"Park City, UT",#606,3.0 (6),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,3',"1,078'",8%,32%,"9,195'","8,119'",Unknown,Unknown
Jackson Hole,"8.5
    mi",EASY,https://www.mtbproject.com/trail/4641809/jackson-hole,"Moab, UT",#607,3.0 (5),BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,,,641',642',3%,14%,"4,363'","3,953'",Leashed,Unknown
Hideout-Carter Creek Trail #002,"11.1
    mi",DIFFICULT,https://www.mtbproject.com/trail/7031548/hideout-carter-creek-trail-002,"Manila, UT",#608,3.0 (5),,,,,"1,450'","3,156'",8%,27%,"7,756'","6,049'",Unknown,Unknown
Mountain View Trail,"11.8
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7001873/mountain-view-trail,"Syracuse, UT",#609,3.0 (4),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,Utah State Parks,http://stateparks.utah.gov/,318',310',1%,4%,"4,303'","4,204'",Leashed,Allowed
White Pine Lake Trail #025,"5.2
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7026204/white-pine-lake-trail-025,"Alta, UT",#610,3.0 (4),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,"2,496'",182',10%,25%,"10,150'","7,658'",No Dogs,Unknown
Jedi Slickrock,"1.1
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7025237/jedi-slickrock,"Moab, UT",#611,3.0 (4),BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,,,227',193',7%,17%,"4,883'","4,656'",Leashed,Unknown
Marathon Trail,"7.0
    mi",DIFFICULT,https://www.mtbproject.com/trail/7000979/marathon-trail,"Parowan, UT",#612,3.0 (4),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,USFS - Dixie National Forest Office,http://www.fs.usda.gov/dixie,262',"1,129'",4%,12%,"11,064'","10,005'",Unknown,Unknown
Team Big Bear,"1.3
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7001732/team-big-bear,"Park City, UT",#613,3.0 (4),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,,,513',0',7%,16%,"8,856'","8,343'",Unknown,Unknown
Ogden BST - Jumpoff Canyon to One Horse Canyon,"1.5
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7000282/ogden-bst-jumpoff-canyon-to-one-horse-canyon,"Harrisville, UT",#614,3.0 (4),Bonneville Shoreline Trail,https://www.mtbproject.com/club/834828/bonneville-shoreline-trail,,,269',143',5%,10%,"4,837'","4,570'",Unknown,Unknown
Graduate,"0.7
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7009716/graduate,"Summit Park, UT",#615,3.0 (4),Basin Recreation,http://basinrecreation.org/,,,183',6',5%,9%,"6,444'","6,261'",Unknown,Unknown
Petrified Whales,"1.3
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7032373/petrified-whales,"Enoch, UT",#616,3.0 (4),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - Cedar City,http://www.blm.gov/ut/st/en/fo/cedar_city.html,118',122',3%,9%,"5,926'","5,836'",Off-leash,Unknown
Behind the Reef Road,"20.4
    mi",DIFFICULT,https://www.mtbproject.com/trail/4684571/behind-the-reef-road,"Ferron, UT",#617,3.0 (3),,,,,"3,084'","3,158'",6%,20%,"5,858'","4,998'",No Dogs,Unknown
Goulds Rim,"6.0
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4001883/goulds-rim,"Hurricane, UT",#618,2.8 (8),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - St. George Field Office,http://www.blm.gov/ut/st/en/fo/st__george.html,757',162',3%,11%,"4,082'","3,475'",Unknown,Unknown
Hidden Valley,"3.2
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/185634/hidden-valley,"Moab, UT",#619,2.7 (9),Moab Trails Alliance,https://www.mtbproject.com/club/325553/moab-trails-alliance,BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,651',356',6%,32%,"5,243'","4,600'",Leashed,Unknown
Sovereign ATV Loop,"3.7
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/237220/sovereign-atv-loop,"Moab, UT",#620,3.0 (3),,,,,527',430',5%,15%,"4,845'","4,522'",Leashed,Allowed
Service Road to Bonneville Shoreline Trail,"1.1
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7000519/service-road-to-bonneville-shoreline-trail,"Salt Lake City, UT",#621,3.0 (3),,,,,475',0',8%,21%,"5,492'","5,017'",Unknown,Unknown
Matt's Flat,"2.0
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7001682/matts-flat,"Park City, UT",#622,3.0 (3),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,Park City Municipal,http://parkcity.org/,184',115',3%,6%,"6,949'","6,781'",Off-leash,Unknown
Dowd Mountain Doubletrack #613,"5.2
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7030991/dowd-mountain-doubletrack-613,"Manila, UT",#623,3.0 (3),USFS - Ashley National Forest Office,http://www.fs.usda.gov/ashley,,,314',387',3%,8%,"7,992'","7,650'",Unknown,Unknown
Sidewinder,"0.6
    mi",DIFFICULT,https://www.mtbproject.com/trail/7042635/sidewinder,"Herriman, UT",#624,3.5 (4),"Herriman City, UT - Trails",https://www.herriman.org/community/trails/,,,19',61',3%,5%,"5,421'","5,360'",Unknown,Unknown
Sage,"1.5
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7006470/sage,"Midway, UT",#625,3.0 (3),Wasatch Trails Alliance,https://www.mtbproject.com/club/7000063/wasatch-trails-alliance,Utah State Parks,http://stateparks.utah.gov/,426',150',7%,18%,"6,226'","5,800'",Leashed,Allowed
BST: Hyrum Section,"5.0
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7029687/bst-hyrum-section,"Hyrum, UT",#626,3.0 (3),,,,,667',288',4%,13%,"5,268'","4,741'",Unknown,Unknown
Tibble Fork #41,"3.1
    mi",DIFFICULT,https://www.mtbproject.com/trail/7015745/tibble-fork-41,"Alpine, UT",#627,3.0 (3),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,7',"1,614'",10%,33%,"8,061'","6,447'",Unknown,Allowed
Thaynes Road,"3.2
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/3727069/thaynes-road,"Park City, UT",#628,3.0 (3),,,,,972',234',7%,27%,"9,463'","8,553'",Unknown,Unknown
