trail_name,length,difficulty,longitude,latitude,trail_link,city,popularity,rating,local_club,local_club_site,land_manager,land_manager_site,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
Centennial Trail,"1.8
    mi",DIFFICULT,34.558132,-112.504458,https://www.mtbproject.com/trail/7003796/centennial-trail,"Prescott, AZ",#577,3.0 (2),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,"City of Prescott, AZ - Recreation Services",http://cityofprescott.net/services/parks/,200',431',7%,24%,"5,705'","5,462'",Leashed,Unknown
South Fork of Little Colorado River Trail #97,"5.9
    mi",INTERMEDIATE/DIFFICULT,34.079426,-109.412888,https://www.mtbproject.com/trail/7045619/south-fork-of-little-colorado-river-trail-97,"Eagar, AZ",#578,3.0 (2),,,,,"1,556'",173',6%,20%,"9,041'","7,547'",Unknown,Unknown
Canal Trail,"0.9
    mi",EASY,33.43637,-111.941062,https://www.mtbproject.com/trail/7035233/canal-trail,"Tempe Junction, AZ",#579,3.0 (2),City of Tempe - Parks,http://www.tempe.gov/city-hall/community-services/parks,,,17',15',1%,5%,"1,176'","1,162'",Unknown,Unknown
Spine Trail,"1.5
    mi",EASY/INTERMEDIATE,32.807141,-111.697582,https://www.mtbproject.com/trail/7013029/spine-trail,"Casa Grande, AZ",#580,3.0 (2),Casa Grande Parks & Recreation,http://www.casagrandeaz.gov/rec/parks/,,,115',38',2%,14%,"1,612'","1,528'",Unknown,Unknown
Sunset Pass Trail,"0.5
    mi",INTERMEDIATE,32.178079,-111.044867,https://www.mtbproject.com/trail/6211730/sunset-pass-trail,"Tucson Estates, AZ",#581,3.0 (2),Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,70',0',3%,4%,"2,713'","2,644'",Unknown,Unknown
Pipeline Canyon,"2.0
    mi",INTERMEDIATE,33.878618,-112.303613,https://www.mtbproject.com/trail/7026512/pipeline-canyon,"Anthem, AZ",#582,3.0 (2),,,,,195',288',5%,16%,"1,890'","1,696'",Leashed,Allowed
Creosote Loop (#1003),"1.4
    mi",EASY,34.71757,-111.951419,https://www.mtbproject.com/trail/7036753/creosote-loop-1003,"Cornville, AZ",#583,3.0 (2),USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,102',67',2%,5%,"3,558'","3,461'",Unknown,Unknown
Climb 3,"2.1
    mi",INTERMEDIATE,35.279403,-111.633865,https://www.mtbproject.com/trail/3883189/climb-3,"Flagstaff, AZ",#584,3.0 (2),Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,715',25',7%,14%,"8,771'","8,075'",Unknown,Unknown
Verde Trail,"1.2
    mi",EASY,33.727161,-111.683569,https://www.mtbproject.com/trail/7047769/verde-trail,"Rio Verde, AZ",#585,3.0 (2),Maricopa County Parks,http://www.maricopa.gov/parks/,,,113',2',2%,4%,"1,772'","1,661'",Leashed,Unknown
North Trail,"2.9
    mi",EASY,33.719226,-111.696478,https://www.mtbproject.com/trail/7047770/north-trail,"Rio Verde, AZ",#586,3.0 (2),Maricopa County Parks,http://www.maricopa.gov/parks/,,,138',129',2%,3%,"1,881'","1,744'",Leashed,Unknown
Desert Rose,"3.2
    mi",INTERMEDIATE,33.36847,-112.321283,https://www.mtbproject.com/trail/7056900/desert-rose,"Avondale, AZ",#587,3.0 (2),,,,,366',271',4%,13%,"1,229'",986',Leashed,Unknown
Figure 8 Loop (Pink),"6.3
    mi",INTERMEDIATE,34.610767,-112.465705,https://www.mtbproject.com/trail/7038981/figure-8-loop-pink,"Prescott, AZ",#588,3.0 (2),,,,,365',356',2%,8%,"5,441'","5,256'",Leashed,Unknown
Sidewinder,"2.1
    mi",INTERMEDIATE/DIFFICULT,33.341743,-112.314509,https://www.mtbproject.com/trail/7056912/sidewinder,"Avondale, AZ",#589,3.0 (2),,,,,255',206',4%,13%,"1,404'","1,196'",Leashed,Unknown
Hokaygon Trail #341,"1.4
    mi",DIFFICULT,34.597214,-112.516037,https://www.mtbproject.com/trail/7003794/hokaygon-trail-341,"Prescott, AZ",#590,3.0 (2),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,302',54',5%,15%,"5,855'","5,572'",Unknown,Unknown
Crooked Tree Trail,"0.9
    mi",EASY/INTERMEDIATE,32.373312,-111.063282,https://www.mtbproject.com/trail/7010233/crooked-tree-trail,"Tortolita, AZ",#591,3.0 (2),Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,19',37',1%,2%,"2,360'","2,323'",Unknown,Unknown
Lower Chain Breaker,"1.8
    mi",INTERMEDIATE/DIFFICULT,32.339695,-112.908988,https://www.mtbproject.com/trail/7025576/lower-chain-breaker,"Ajo, AZ",#592,3.0 (2),BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,,,0',149',2%,3%,"1,994'","1,845'",Leashed,Unknown
Dos Equis,"1.4
    mi",DIFFICULT,32.766103,-114.467026,https://www.mtbproject.com/trail/7011746/dos-equis,"Fortuna Foothills, AZ",#593,3.0 (2),Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,57',286',5%,12%,502',225',Unknown,Unknown
Broken Spoke Trail,"1.3
    mi",EASY,33.801012,-111.847062,https://www.mtbproject.com/trail/7009193/broken-spoke-trail,"Carefree, AZ",#594,3.0 (2),City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,59',43',1%,4%,"2,767'","2,729'",Leashed,Unknown
Hedgehog Trail,"0.4
    mi",EASY,33.147443,-111.649172,https://www.mtbproject.com/trail/7010163/hedgehog-trail,"Tortolita, AZ",#595,3.0 (2),Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,21',1',1%,1%,"2,396'","2,375'",Leashed,Unknown
Chuparosa Trail,"0.5
    mi",EASY,33.711971,-111.72057,https://www.mtbproject.com/trail/7047771/chuparosa-trail,"Rio Verde, AZ",#596,3.0 (2),,,,,0',51',2%,3%,"1,932'","1,881'",Leashed,Unknown
Randy's Ridge,"0.4
    mi",INTERMEDIATE,33.312658,-112.458069,https://www.mtbproject.com/trail/7032911/randys-ridge,"Buckeye, AZ",#597,3.0 (2),,,,,39',55',5%,13%,"1,103'","1,049'",Leashed,Allowed
Campground Trail,"1.1
    mi",INTERMEDIATE,32.21782,-111.14855,https://www.mtbproject.com/trail/7000592/campground-trail,"Tucson Estates, AZ",#598,3.0 (2),Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,65',4',1%,2%,"2,661'","2,600'",Unknown,Unknown
Western Bike Loop,"0.3
    mi",INTERMEDIATE,33.622605,-111.778116,https://www.mtbproject.com/trail/7020349/western-bike-loop,"Fountain Hills, AZ",#599,3.0 (2),,,,,9',181',10%,24%,"2,629'","2,457'",Unknown,Unknown
Yeti Crossing,"0.7
    mi",INTERMEDIATE,32.342261,-112.894659,https://www.mtbproject.com/trail/7022199/yeti-crossing,"Ajo, AZ",#600,3.0 (2),BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,6',42',1%,2%,"1,992'","1,952'",Leashed,Unknown
Felt That,"0.9
    mi",DIFFICULT,32.332584,-112.885047,https://www.mtbproject.com/trail/7022200/felt-that,"Ajo, AZ",#601,3.0 (2),BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,2',41',1%,1%,"1,920'","1,879'",Leashed,Unknown
"AZT: Segment 4 - I-10 North, Colossal Cave, Rincon Valley","35.9
    mi",EASY/INTERMEDIATE,31.997435,-110.652932,https://www.mtbproject.com/trail/7025876/azt-segment-4-i-10-north-colossal-cave-rincon-valley,"Vail, AZ",#602,3.0 (1),,,,,"1,811'","2,541'",2%,15%,"3,687'","2,651'",Unknown,Unknown
BCT: New River to Table Mesa Trailhead,"7.5
    mi",DIFFICULT,33.918569,-112.164958,https://www.mtbproject.com/trail/7045215/bct-new-river-to-table-mesa-trailhead,"New River, AZ",#603,3.0 (1),,,,,649',766',4%,12%,"2,453'","1,940'",Unknown,Allowed
Mint Wash Trail #345,"4.2
    mi",DIFFICULT,34.615004,-112.546113,https://www.mtbproject.com/trail/7007025/mint-wash-trail-345,"Williamson, AZ",#604,2.8 (5),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,154',539',3%,11%,"5,633'","5,204'",Unknown,Unknown
AZT: Segment 8 - Gila River and Alamo Canyon,"52.5
    mi",INTERMEDIATE/DIFFICULT,32.988314,-110.988623,https://www.mtbproject.com/trail/7025880/azt-segment-8-gila-river-and-alamo-canyon,"Kearny, AZ",#605,3.0 (1),Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,Arizona Trail Association,http://www.aztrail.org/,"6,074'","7,023'",5%,32%,"3,737'","1,645'",Leashed,Unknown
Noodle Trail,"2.1
    mi",EASY,34.577786,-112.528973,https://www.mtbproject.com/trail/7040735/noodle-trail,"Prescott, AZ",#606,3.0 (1),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,172',95',2%,9%,"5,656'","5,558'",Leashed,Unknown
Goat Camp,"6.4
    mi",VERY DIFFICULT,33.586992,-112.550668,https://www.mtbproject.com/trail/7057210/goat-camp,"Citrus Park, AZ",#607,3.0 (1),West Valley Trail Alliance,https://www.mtbproject.com/club/7000163/west-valley-trail-alliance,Maricopa County Parks,http://www.maricopa.gov/parks/,453',"1,803'",7%,41%,"3,223'","1,499'",Leashed,Unknown
Hope Camp Trail,"2.9
    mi",EASY/INTERMEDIATE,32.133573,-110.687274,https://www.mtbproject.com/trail/7015497/hope-camp-trail,"Vail, AZ",#608,3.0 (1),NPS - Saguaro National Park,http://www.nps.gov/sagu/planyourvisit/saguaro_hiking.htm,,,224',252',3%,8%,"3,317'","3,117'",No Dogs,Unknown
Maricopa Trail: White Tanks to Verrado,"6.9
    mi",EASY/INTERMEDIATE,33.560272,-112.497415,https://www.mtbproject.com/trail/7056902/maricopa-trail-white-tanks-to-verrado,"Citrus Park, AZ",#609,3.0 (1),West Valley Trail Alliance,https://www.mtbproject.com/club/7000163/west-valley-trail-alliance,,,52',267',1%,3%,"1,379'","1,162'",Leashed,Unknown
Gates Pass Trail,"4.4
    mi",INTERMEDIATE,32.205355,-111.166948,https://www.mtbproject.com/trail/7000593/gates-pass-trail,"Tucson Estates, AZ",#610,2.8 (5),Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,673',0',3%,23%,"3,137'","2,465'",Unknown,Unknown
AZT: Segment 3 - Las Colinas,"27.4
    mi",EASY/INTERMEDIATE,31.792754,-110.747102,https://www.mtbproject.com/trail/7025875/azt-segment-3-las-colinas,"Corona de Tucson, AZ",#611,3.0 (1),,,,,"1,925'","3,628'",4%,19%,"5,404'","3,491'",Unknown,Unknown
Arizona Trail - FR 418 to FR 523/416,"6.3
    mi",EASY,35.38399,-111.716824,https://www.mtbproject.com/trail/3283992/arizona-trail-fr-418-to-fr-523416,"Flagstaff, AZ",#612,3.0 (1),Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,26',989',3%,8%,"8,279'","7,316'",Unknown,Unknown
Mohave and Milltown Rail Trail,"7.0
    mi",EASY,34.993987,-114.439923,https://www.mtbproject.com/trail/7024991/mohave-and-milltown-rail-trail,"Mohave Valley, AZ",#613,3.0 (1),BLM Arizona - Kingman Field Office,http://www.blm.gov/az/st/en/fo/kingman_field_office.html,,,46',950',3%,6%,"1,821'",871',Unknown,Allowed
Skull Rock Spur,"2.0
    mi",INTERMEDIATE,33.385461,-114.098123,https://www.mtbproject.com/trail/7022920/skull-rock-spur,"Quartzsite, AZ",#614,3.0 (1),,,,,408',0',4%,7%,"2,696'","2,288'",Unknown,Unknown
Daisy Mountain Peak Trail,"1.2
    mi",DIFFICULT,33.893749,-112.104861,https://www.mtbproject.com/trail/7026982/daisy-mountain-peak-trail,"New River, AZ",#615,3.0 (1),,,,,747',90',14%,36%,"3,133'","2,464'",Unknown,Unknown
Rio de Flag,"2.1
    mi",EASY,35.184123,-111.631062,https://www.mtbproject.com/trail/3002904/rio-de-flag,"Flagstaff, AZ",#616,2.8 (5),Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,62',21',1%,2%,"6,839'","6,794'",Unknown,Unknown
Upper Oldham Trail,"1.5
    mi",DIFFICULT,35.258353,-111.615692,https://www.mtbproject.com/trail/7021692/upper-oldham-trail,"Flagstaff, AZ",#617,3.0 (1),Coconino County and the City of Flagstaff,http://www.flagstaff.az.gov/index.aspx?NID=1379,,,993',0',12%,25%,"8,902'","7,909'",Leashed,Unknown
Lost Creek,"2.3
    mi",INTERMEDIATE,33.493758,-112.528308,https://www.mtbproject.com/trail/7037244/lost-creek,"Citrus Park, AZ",#618,3.0 (1),,,,,570',222',6%,23%,"2,000'","1,438'",Leashed,Allowed
Cat Peaks Pass Trail,"0.3
    mi",INTERMEDIATE/DIFFICULT,33.460722,-111.595157,https://www.mtbproject.com/trail/7055220/cat-peaks-pass-trail,"Apache Junction, AZ",#619,3.0 (1),,,,,42',38',6%,15%,"1,858'","1,816'",Unknown,Unknown
Mars Hill Trail,"1.4
    mi",INTERMEDIATE,35.207746,-111.660186,https://www.mtbproject.com/trail/7043104/mars-hill-trail,"Flagstaff, AZ",#620,3.0 (1),Coconino County and the City of Flagstaff,http://www.flagstaff.az.gov/index.aspx?NID=1379,,,365',1',5%,14%,"7,379'","7,014'",Leashed,Unknown
Huachuca Loop Trail,"1.2
    mi",DIFFICULT,31.497753,-110.40629,https://www.mtbproject.com/trail/7022072/huachuca-loop-trail,"Sierra Vista, AZ",#621,3.0 (1),,,,,364',630',15%,25%,"6,566'","5,936'",Leashed,Unknown
Ranger Trail,"1.4
    mi",DIFFICULT,33.34085,-112.086499,https://www.mtbproject.com/trail/7001099/ranger-trail,"Laveen, AZ",#622,3.0 (1),City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,773',0',10%,20%,"2,252'","1,479'",Leashed,Allowed
Trail #367 - Miller Creek Trail,"0.9
    mi",INTERMEDIATE,34.547086,-112.534678,https://www.mtbproject.com/trail/7002605/trail-367-miller-creek-trail,"Prescott, AZ",#623,3.0 (1),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,1',159',3%,6%,"5,863'","5,706'",Leashed,Unknown
Sunrise Summit Loop,"0.5
    mi",EASY/INTERMEDIATE,33.691053,-112.196318,https://www.mtbproject.com/trail/7037200/sunrise-summit-loop,"Peoria, AZ",#624,3.0 (1),,,,,151',6',6%,19%,"1,619'","1,469'",Unknown,Unknown
Stoneman Wash,"4.4
    mi",INTERMEDIATE,33.679908,-111.727919,https://www.mtbproject.com/trail/7047773/stoneman-wash,"Fountain Hills, AZ",#625,3.0 (1),,,,,559',0',2%,4%,"2,430'","1,870'",Leashed,Unknown
USFS Road 687,"7.7
    mi",EASY,31.846827,-110.003207,https://www.mtbproject.com/trail/7021427/usfs-road-687,"Tombstone, AZ",#626,3.0 (1),USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,,,283',506',2%,6%,"5,072'","4,796'",Unknown,Unknown
Springs Trail #633,"3.5
    mi",DIFFICULT,34.12396,-109.915873,https://www.mtbproject.com/trail/7016110/springs-trail-633,"Pinetop-Lakeside, AZ",#627,2.8 (5),Pinetop-Lakeside TRACKS,https://www.mtbproject.com/club/1027178/pinetop-lakeside-tracks,USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,138',136',1%,7%,"7,185'","7,088'",Unknown,Unknown
Cottonwood,"1.2
    mi",EASY/INTERMEDIATE,33.897015,-112.317537,https://www.mtbproject.com/trail/7026509/cottonwood,"New River, AZ",#628,3.0 (1),,,,,73',91',3%,10%,"1,832'","1,756'",Unknown,Allowed
Longview Trail,"1.9
    mi",EASY,34.605614,-112.495502,https://www.mtbproject.com/trail/7000398/longview-trail,"Prescott, AZ",#629,3.0 (1),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,AZ State Land Department,http://www.azland.gov/,104',149',3%,6%,"5,533'","5,414'",Unknown,Unknown
Trail 315 - Watertower Trail,"0.8
    mi",INTERMEDIATE,34.552058,-112.520475,https://www.mtbproject.com/trail/7002330/trail-315-watertower-trail,"Prescott, AZ",#630,3.0 (1),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,134',7',3%,14%,"5,814'","5,686'",Leashed,Unknown
Ajo Mountain Drive,"18.8
    mi",EASY,31.954237,-112.801136,https://www.mtbproject.com/trail/7047928/ajo-mountain-drive,"Sonoyta, MX",#631,3.0 (1),,,,,"1,070'","1,013'",2%,12%,"2,620'","1,672'",Leashed,Unknown
Fire Road,"2.6
    mi",INTERMEDIATE/DIFFICULT,32.516857,-111.012707,https://www.mtbproject.com/trail/7056973/fire-road,"Catalina, AZ",#632,3.0 (1),,,,,506',266',6%,16%,"4,129'","3,624'",Unknown,Unknown
Trail 392 - Garden Grove Trail,"1.5
    mi",INTERMEDIATE,34.546842,-112.534588,https://www.mtbproject.com/trail/7002331/trail-392-garden-grove-trail,"Prescott, AZ",#633,3.0 (1),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,379',20',5%,14%,"6,226'","5,862'",Unknown,Unknown
New Loop,"0.7
    mi",EASY,32.159943,-110.776055,https://www.mtbproject.com/trail/7056974/new-loop,"Tanque Verde, AZ",#634,3.0 (1),,,,,11',10',1%,1%,"2,835'","2,825'",Unknown,Not Allowed
Forest Road #403,"10.3
    mi",INTERMEDIATE,33.812097,-109.158979,https://www.mtbproject.com/trail/7049055/forest-road-403,"Eagar, AZ",#635,3.0 (1),USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,,,954',694',3%,11%,"9,457'","8,639'",Unknown,Allowed
South Trail,"1.1
    mi",INTERMEDIATE,33.570736,-112.516918,https://www.mtbproject.com/trail/7026233/south-trail,"Citrus Park, AZ",#636,3.0 (1),Maricopa County Parks,http://www.maricopa.gov/parks/,,,1',176',3%,6%,"1,631'","1,455'",Unknown,Allowed
W Gasline Road,"3.3
    mi",INTERMEDIATE,33.914319,-112.152166,https://www.mtbproject.com/trail/7032073/w-gasline-road,"New River, AZ",#637,3.0 (1),AZ State Land Department,http://www.azland.gov/,,,170',208',2%,10%,"2,131'","1,985'",Unknown,Unknown
Black Jack Trail,"3.6
    mi",DIFFICULT,33.060018,-109.080197,https://www.mtbproject.com/trail/7000216/black-jack-trail,"Clifton, AZ",#638,3.0 (1),USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,,,"1,333'",100',8%,20%,"7,471'","6,138'",Unknown,Unknown
AZ Trail - American Flag Tank to the Windmill,"4.2
    mi",INTERMEDIATE,32.58085,-110.720305,https://www.mtbproject.com/trail/4852813/az-trail-american-flag-tank-to-the-windmill,"Oracle, AZ",#639,3.0 (1),,,,,107',537',3%,7%,"4,429'","3,999'",Unknown,Unknown
Loy Link (#1004A),"1.7
    mi",EASY,34.714462,-111.936319,https://www.mtbproject.com/trail/7036756/loy-link-1004a,"Cornville, AZ",#640,3.0 (1),USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,41',219',3%,8%,"3,533'","3,346'",Unknown,Unknown
Sidekick,"1.3
    mi",INTERMEDIATE,34.572616,-112.536196,https://www.mtbproject.com/trail/7035223/sidekick,"Prescott, AZ",#641,3.0 (1),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,147',30',3%,6%,"5,751'","5,633'",Leashed,Unknown
Boy Scout Loop West,"1.3
    mi",INTERMEDIATE,33.936718,-112.164042,https://www.mtbproject.com/trail/7001297/boy-scout-loop-west,"New River, AZ",#642,3.0 (1),Black Canyon Trail Coalition,https://www.mtbproject.com/club/4676322/black-canyon-trail-coalition,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,0',245',3%,6%,"2,316'","2,071'",Unknown,Unknown
Cactus Gardens,"0.5
    mi",DIFFICULT,33.50101,-111.645453,https://www.mtbproject.com/trail/7057004/cactus-gardens,"Apache Junction, AZ",#643,3.0 (1),Hawes Trail Alliance,https://www.mtbproject.com/club/7000810/hawes-trail-alliance,,,1',303',11%,18%,"2,482'","2,179'",Unknown,Unknown
Northwest Loop,"0.7
    mi",INTERMEDIATE,33.626906,-112.053001,https://www.mtbproject.com/trail/7038617/northwest-loop,"Paradise Valley, AZ",#644,3.0 (1),,,,,130',51',5%,11%,"1,602'","1,472'",Unknown,Unknown
Upper Moss Wash Trail Route 7200,"4.0
    mi",DIFFICULT,35.06414,-113.867167,https://www.mtbproject.com/trail/7014853/upper-moss-wash-trail-route-7200,"Kingman, AZ",#645,3.0 (1),Colorado River Area Trail Alliance,https://www.mtbproject.com/club/4044379/colorado-river-area-trail-alliance,BLM Arizona - Kingman Field Office,http://www.blm.gov/az/st/en/fo/kingman_field_office.html,486',885',6%,23%,"6,468'","5,669'",Unknown,Unknown
Thorpe Trail,"0.4
    mi",EASY,35.207746,-111.660186,https://www.mtbproject.com/trail/7043143/thorpe-trail,"Flagstaff, AZ",#646,3.0 (1),,,,,3',59',3%,6%,"7,013'","6,954'",Leashed,Unknown
